Taxon ID,Gruppe,Trivialname,Taxon,Gemeinde(n),Kanton(e) ,Fundort,Höhe,Koordx,Koordy,Radius,Räumliche Zusammenfassung,Anzahl,n Nachweise ,Jahr,Monat,Tag,Fortpflanzungsnachweis,Herkunft,Beobachter/Sammler,ID Beobachtung,Rote Liste,Priorität CH,UZL,WZL,Massnahmebedarf,Monitoring-Bedarf,NHV,SMARAGD,infoflora: Kantonaler Schutzstatus,infoflora: Rote Liste regional,Habitat,Substrat,swisslichens: Ecotyp,Ordnung,Familie,swissfungi: funktionelle Gruppe,Indigenat CH,Standortfremd,Einführung
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,Tomlishorn: Felsspalte auf Kalk,2100,2661076,1202853,700,A,,,1977,7,6,,© Naturmuseum Luzern,Zemp Fredi,5722229,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,Ruessiflue: Kalkfels,1850,2661374,1201853,700,A,,,1984,7,8,,© Naturmuseum Luzern,Zemp Fredi,5723625,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Indéterminé (LU),LU,Pilatus,1400-2100,2662500,1203500,2121,A,Häufig,,1993,,,,"© Info Flora, Bruno Baur",Baur Bruno,21561,NT,K,,,,,,,,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,"Pilatus, Esel, oberhalb der Gleise der Pilatusbahn. Kalkfels.",1910,2662175,1203200,50,A,1–10 / 5,,2003,6,20,,"© Info Flora, Stefan Birrer",Birrer Stefan,1871826,NT,K,,,,,,,Vollständig geschützt,NT,"TypoCH 3 : Gletscher, Fels, Schutt und Geröll",,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,"Pilatus, Rundweg westlich Esel / Restaurant. Felsen.",1950,2661846,1203317,50,A,,,2008,7,15,,"© Info Flora, Rolf Holderegger","Holderegger Rolf, Büttner Michèle",3190221,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,"Pilatus, oberhalb Chilchsteine. Thlaspion rotundifolii.",1875,2661787,1202942,10,A,zahlreich,,2010,6,26,,"© Info Flora, Michael Jutzi",Jutzi Michael,1844545,NT,K,,,,,,,Vollständig geschützt,NT,TypoCH 3.3.1.2 : Alpine Kalkblockflur,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,zwischen Tomlishorn und Pilatus,2080,2661810,1203283,6,A,,,2012,6,24,,"© Info Flora, Michael Jutzi",Jutzi Michael,3427312,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,zwischen Tomlishorn und Pilatus,2080,2661838,1203298,6,A,,,2012,6,24,,"© Info Flora, Michael Jutzi",Jutzi Michael,3427313,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,zwischen Tomlishorn und Pilatus,2080,2661939,1203421,6,A,,,2012,6,24,,"© Info Flora, Michael Jutzi",Jutzi Michael,3427314,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,Weg Pilatus-Tomlishorn,2080,2661837,1203311,16,A,1–10 / 1 Polster,,2012,6,24,,"© Info Flora, Michael Jutzi",Jutzi Michael,3427265,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,zwischen Tomlishorn und Pilatus,2080,2661688,1203169,6,A,,,2012,6,24,,"© Info Flora, Michael Jutzi",Jutzi Michael,3427311,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,Pilatus,2056,2661780,1203260,50,A,,,2015,6,29,,"© Info Flora, Christoph Hochstrasser",Hochstrasser Christoph,5322268,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,"Pilatus, Chilchsteine",1806-1807,2661598,1202765,7,A,,,2015,6,28,,"© Info Flora, Philippe Juillerat",Juillerat Philippe,4739764,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,"Pilatus, Chilchsteine",1845-1856,2661741,1202869,7,A,,,2015,6,28,,"© Info Flora, Philippe Juillerat",Juillerat Philippe,4739777,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,am Blumenweg,2076-2101,2661804,1203287,5,A,,,2015,8,31,,"© Info Flora, Adrian Möhl",Möhl Adrian,4797446,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,,2035-2061,2661513,1203024,2,A,,,2016,7,30,,© Cercle Vaudois de Botanique,Bornand Christophe,5374785,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,am Weg zwischen Tomlishorn und Pilatus mindestens 10 grössere oder kleinere Polster!,1979-2085,2661743,1203226,50,A,,,2016,6,25,,"© Info Flora, Rosmarie Knuchel",Knuchel Rosmarie,5329504,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,,2076,2661802,1203281,1,A,,,2016,7,30,,© Cercle Vaudois de Botanique,Bornand Christophe,5374787,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,,2059-2083,2661700,1203184,2,A,,,2016,7,30,,© Cercle Vaudois de Botanique,Bornand Christophe,5374786,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,,2005-2056,2661594,1203074,6,A,,,2018,11,12,,"© Info Flora, Elsbeth Honegger",Honegger Elsbeth,7459652,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Hergiswil (NW),NW,Fels am Wegrand,1987-2017,2661386,1202971,25,A,1–10 (Individuen),,2019,6,26,,"© Info Flora, Hans Althaus",Althaus Hans,8032598,NT,K,,,,,,,,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,,2004-2102,2661960,1203423,52,A,,,2019,6,13,,"© Info Flora, Judith Reusser",Reusser Judith,7818908,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,,2057-2083,2661693,1203170,6,A,,,2020,6,12,,"© Info Flora, Sarah Burg",Burg Sarah,9153453,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,"Von der Berg-Bahnstation bis Tomlishorn sind entlang des Wanderweges sicher 9 Fundstellen, die nicht gefährdet sind.",2076-2101,2661806,1203286,7,A,"1–10 (Horste, Polster, Büschel)",,2020,6,19,,"© Info Flora, Christoph Hochstrasser",Hochstrasser Christoph,9085718,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:296100,Gefässpflanzen,Steinschmückel,Petrocallis pyrenaica (L.) R. Br.,Alpnach,OW,,2047-2101,2661804,1203278,4,A,1–10 (Individuen),,2020,6,12,,"© Info Flora, Sarah Burg",Burg Sarah,9153454,NT,K,,,,,,,Vollständig geschützt,NT,,,,,Brassicaceae,,INN,,
infoflora:449700,Gefässpflanzen,Mont Cenis-Stiefmütterchen,Viola cenisia L.,Alpnach,OW,Pilatus: Auf dem Pilatus nahe beim Esel,1572-2105,2662000,1203500,500,A,,,1840,,,,© Naturmuseum Luzern,Krauer Johann-Georg,4233210,LC,4,,,0,0,,,Vollständig geschützt,LC,,,,,Violaceae,,IEP,,
infoflora:449700,Gefässpflanzen,Mont Cenis-Stiefmütterchen,Viola cenisia L.,Alpnach,OW,Pilatus: Im Geröll zwischen Esel u. Ringfluh am Pilatus,1572-2105,2662000,1203500,500,A,,,1858,7,,,© Naturmuseum Luzern,Steiger J.,4233209,LC,4,,,0,0,,,Vollständig geschützt,LC,,,,,Violaceae,,IEP,,
infoflora:449700,Gefässpflanzen,Mont Cenis-Stiefmütterchen,Viola cenisia L.,Alpnach,OW,Pilatus: Im Geröll zwischen Esel u. Ringfluh am Pilatus,1572-2105,2662000,1203500,500,A,,,1858,7,,,© Naturmuseum Luzern,Steiger J.,4233208,LC,4,,,0,0,,,Vollständig geschützt,LC,,,,,Violaceae,,IEP,,
infoflora:449700,Gefässpflanzen,Mont Cenis-Stiefmütterchen,Viola cenisia L.,Alpnach,OW,Pilatus: Esel,1572-2105,2662000,1203500,500,A,,,1862,,,,© Naturmuseum Luzern,Steiger J.,4233207,LC,4,,,0,0,,,Vollständig geschützt,LC,,,,,Violaceae,,IEP,,
infoflora:449700,Gefässpflanzen,Mont Cenis-Stiefmütterchen,Viola cenisia L.,Alpnach,OW,Pilatus: Eselsfuss,1626-2105,2662000,1203000,500,A,,,1876,7,16,,© Naturmuseum Luzern,Hofstetter C. E.,4233206,LC,4,,,0,0,,,Vollständig geschützt,LC,,,,,Violaceae,,IEP,,
infoflora:449700,Gefässpflanzen,Mont Cenis-Stiefmütterchen,Viola cenisia L.,Alpnach,OW,Pilatus: Im Geröll am Fusse der Ringfluh [bei Esel],1572-2105,2662000,1203500,500,A,,,1880,,,,© Naturmuseum Luzern,Schürmann,4233204,LC,4,,,0,0,,,Vollständig geschützt,LC,,,,,Violaceae,,IEP,,
infoflora:449700,Gefässpflanzen,Mont Cenis-Stiefmütterchen,Viola cenisia L.,Alpnach,OW,Pilatus: unter der Eselfluh im Geschiebe,1626-2105,2662000,1203000,500,A,,,1900,,,,© Naturmuseum Luzern,Schürmann,4233205,LC,4,,,0,0,,,Vollständig geschützt,LC,,,,,Violaceae,,IEP,,
infoflora:449700,Gefässpflanzen,Mont Cenis-Stiefmütterchen,Viola cenisia L.,Alpnach,OW,"Im Feinschutt und Geröll, am Pilatusweg zwischen Pilatusweg und Kalkmagazin, unterhalb Pilatus-Kulm.",1900,2662080,1203220,75,A,Auf ca 4 Meter langen und 1 Meter breiten Fläche 100 Blüten.,,1929,7,3,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3817975,LC,4,,,0,0,,,Vollständig geschützt,LC,,,,,Violaceae,,IEP,,
infoflora:449700,Gefässpflanzen,Mont Cenis-Stiefmütterchen,Viola cenisia L.,Alpnach,OW,"Im Feinschutt und Geröll, am Pilatusweg zwischen Kilchsteine und Pilatus-Kulm.",1920,2662000,1203220,75,A,56 Blühen Ziemlich nah beimeinander.,,1929,7,3,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3817974,LC,4,,,0,0,,,Vollständig geschützt,LC,,,,,Violaceae,,IEP,,
infoflora:449700,Gefässpflanzen,Mont Cenis-Stiefmütterchen,Viola cenisia L.,Alpnach,OW,"Pilatus: In der Risleten, gegen die Chilchsteine",1880-2000,2662000,1203000,500,A,,,1969,7,12,,© Naturmuseum Luzern,Wallimann Hans,3926736,LC,4,,,0,0,,,Vollständig geschützt,LC,,,,,Violaceae,,IEP,,
infoflora:449700,Gefässpflanzen,Mont Cenis-Stiefmütterchen,Viola cenisia L.,Alpnach,OW,Pilatus: Hotel Kulm S im Kalkgeröll,1920,2662000,1203250,200,A,,,1972,7,,,© Naturmuseum Luzern,Aregger Josef,4233196,LC,4,,,0,0,,,Vollständig geschützt,LC,,,,,Violaceae,,IEP,,
infoflora:449700,Gefässpflanzen,Mont Cenis-Stiefmütterchen,Viola cenisia L.,Alpnach,OW,"Pilatus, unterhalb Pilatus Kulm. Thlaspion rotundifolii.",1877,2661928,1203095,9,A,1–10 / einige Ex.,,2010,6,26,,"© Info Flora, Michael Jutzi",Jutzi Michael,1844562,LC,4,,,0,0,,,Vollständig geschützt,LC,TypoCH 3.3.1.2 : Alpine Kalkblockflur,,,,Violaceae,,IEP,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Hergiswil (NW),NW,"Pilatus, allg.",2110,2662000,1203000,3000,A,,,1853,,,,© Naturmuseum Solothurn,Lüscher-Steinegger Joh.,3996259,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Hergiswil (NW),NW,Pilatus: Vom Tellenfad,426-2124,2663616,1203541,4316,A,,,1861,6,20,,© Naturmuseum Luzern,Steiger J.,4231245,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Hergiswil (NW),NW,Pilatus: Nauen,426-2125,2663616,1203541,4316,A,,,1876,7,16,,© Naturmuseum Luzern,Hofstetter C. E.,5701365,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Hergiswil (NW),NW,Hergiswil: Tellenfad,426-2124,2663616,1203541,4316,A,,,1880,6,12,,© Naturmuseum Luzern,Hofstetter C. E.,4231243,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Hergiswil (NW),NW,"Fundort teilweise unverständlich, unleserlich: Pilatus",1890,2662195,1203450,700,A,,,1892,,,,© Naturmuseum Luzern,Kaufmann H. J.,5708737,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,"Alpnach: Chli Schlierental, zwischen Längenfeldmoos- und Längenschwandalp",1350,2657390,1200060,500,A,,,1931,6,22,,© Naturmuseum Luzern,Wallimann Hans,3926000,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Hergiswil (NW),NW,,970-1716,2663500,1203500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816977,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,,1338-1584,2656500,1200500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816956,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Hergiswil (NW),NW,,1318-2104,2661500,1203500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816975,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Schwarzenberg,LU,,1274-1580,2657500,1203500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816971,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Schwarzenberg,LU,,1117-1460,2658500,1203500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816972,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,,1235-1444,2657500,1200500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816957,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,,1276-1736,2657500,1201500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816961,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,,1340-1760,2656500,1201500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816960,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Schwarzenberg,LU,,1309-1904,2656500,1202500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816965,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,,1114-1366,2658500,1200500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816958,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Schwarzenberg,LU,,1226-1572,2656500,1203500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816970,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Hergiswil (NW),NW,,1017-1384,2660500,1204500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816978,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,,853-1582,2663500,1202500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816969,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,,1397-2024,2662500,1202500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816968,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Schwarzenberg,LU,,1220-1766,2658500,1202500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816967,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Hergiswil (NW),NW,,1366-2106,2662500,1203500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816976,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Schwarzenberg,LU,,1384-1904,2657500,1202500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816966,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Hergiswil (NW),NW,,1059-1682,2659500,1203500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816973,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,,1280-1934,2661500,1201500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816964,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,,1202-1732,2659500,1201500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816963,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,,1199-1685,2658500,1201500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816962,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,,943-1438,2659500,1200500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816959,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Hergiswil (NW),NW,,1143-1955,2660500,1203500,707,A,,,1951,,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3816974,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Hergiswil (NW),NW,"Pilatus: Bei der Tellenfadlücke, am Nordhang",1375,2663660,1203290,500,A,,,1954,7,20,,© Naturmuseum Luzern,Wallimann Hans,3926002,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Hergiswil (NW),NW,Hergiswil: Unter Lauelen am Rümlig,1100,2663616,1203541,4316,A,,,1973,7,,,© Naturmuseum Luzern,Aregger Josef,4231927,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,"Alpnach: Chli Schlierental, im Stockwald, bei der Baracke im Schlorpen",1240,2658700,1200600,500,A,,,1982,6,4,,© Naturmuseum Luzern,Wallimann Hans,3925998,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,"Alpnach: Chli Schlierental, Riedzöpf, beim Längenschwand",1400,2656850,1200490,250,A,,,1984,6,26,,© Naturmuseum Luzern,Wallimann Hans,3925996,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:422400,Gefässpflanzen,Alpenrachen,Tozzia alpina L.,Alpnach,OW,,1230-1245,2658376,1200581,7,A,51–100 (Individuen),,2020,5,22,,"© Info Flora, Christoph Hochstrasser",Hochstrasser Christoph,8958848,LC,K,,,,,,,,LC,,,,,Orobanchaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Hergiswil (NW),NW,"Pilatus, allg.",2110,2662000,1203000,3000,A,,,1853,,,,© Naturmuseum Solothurn,Lüscher-Steinegger Joh.,3996425,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Hergiswil (NW),NW,Pilatus: Zw. Chriesiloch u. Esel,1771-2106,2662000,1203400,300,A,,,1858,7,,,© Naturmuseum Luzern,Steiger J.,4233260,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Pilatus: Tomlishorn,1378-2125,2661076,1202853,700,A,,,1874,8,8,,© Naturmuseum Luzern,?,4233259,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Hergiswil (NW),NW,"Pilatus, allg.",2110,2662000,1203000,3000,A,,,1881,8,3,,© Naturmuseum Solothurn,Suter Ernst,3981386,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Hergiswil (NW),NW,"Pilatus, allg.",2110,2662000,1203000,3000,A,,,1886,7,31,,© Naturmuseum Solothurn,Döbeli S.,3981385,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Hergiswil (NW),NW,"Pilatus, allg.",2110,2662000,1203000,3000,A,,,1889,7,7,,© Naturmuseum Solothurn,Brehokken A.,3981384,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Pilatus: Am Südabhang des Tomlishorns,,2660469,1200552,6191,A,,,1895,8,10,,© Naturmuseum Luzern,Schürmann,4233258,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Pilatus: Ämsigenplanggen,1600,2662730,1202290,500,A,,,1923,6,25,,© Naturmuseum Luzern,Wallimann Hans,3926790,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Pilatus: Tomlisalp,1800-1900,2660620,1202690,500,A,,,1943,7,15,,© Naturmuseum Luzern,Wallimann Hans,3926788,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Mehheggalp,1782-1870,2661700,1202700,100,A,,,1949,2,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3817980,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Mehheggalp,1153-1326,2663500,1202300,100,A,,,1949,2,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3817983,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
