Taxon ID,Gruppe,Trivialname,Taxon,Gemeinde(n),Kanton(e) ,Fundort,Höhe,Koordx,Koordy,Radius,Räumliche Zusammenfassung,Anzahl,n Nachweise ,Jahr,Monat,Tag,Fortpflanzungsnachweis,Herkunft,Beobachter/Sammler,ID Beobachtung,Rote Liste,Priorität CH,UZL,WZL,Massnahmebedarf,Monitoring-Bedarf,NHV,SMARAGD,infoflora: Kantonaler Schutzstatus,infoflora: Rote Liste regional,Habitat,Substrat,swisslichens: Ecotyp,Ordnung,Familie,swissfungi: funktionelle Gruppe,Indigenat CH,Standortfremd,Einführung
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Mehheggalp,1548-1683,2662800,1202400,100,A,,,1949,2,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3817981,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Mehheggalp,1316-1541,2663400,1203200,100,A,,,1949,2,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3817984,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Mehheggalp,1665-1802,2661800,1201800,100,A,,,1949,2,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3817979,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Mehheggalp,1782-1858,2660500,1202500,100,A,,,1949,2,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3817978,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Mehheggalp,1479-1521,2660600,1201700,100,A,,,1949,2,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3817977,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Mehheggalp,1351-1446,2660600,1200800,100,A,,,1949,2,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3817976,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Mehheggalp,1704-1921,2662700,1203200,100,A,,,1949,2,,,© Info Flora (Erste Kartiertung der Flora der Schweiz),Wallimann Hans,3817982,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,"Pilatus: Mattalp gegen die Chilchsteine, in den Laubzügen",1600-1850,2662060,1202770,500,A,,,1953,7,8,,© Naturmuseum Luzern,Wallimann Hans,3926797,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Schwarzenberg,LU,Pilatus: Widderfeld W (hinteres Pilatusgebiet),1900,2659500,1202300,750,A,,,1954,7,,,© Naturmuseum Luzern,Aregger Josef,4233254,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Pilatus: Obere Steiglialp,1400-1500,2663160,1203040,500,A,,,1954,7,20,,© Naturmuseum Luzern,Wallimann Hans,3926800,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Pilatus: Mälcheggalp gegen Langenmatt,1400-1460,2660630,1200850,500,A,,,1956,7,26,,© Naturmuseum Luzern,Wallimann Hans,3926799,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Schwarzenberg,LU,Pilatus: Widderfeld W in Magerrasen,1900,2659500,1202300,750,A,,,1960,8,11,,© Naturmuseum Luzern,Aregger Josef,4233253,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,"Alpnach: Unter Steigli, am Pilatus, sonnige Bergwiese",1280,2663356,1202769,700,A,,,1977,6,5,,© Naturmuseum Luzern,Zemp Fredi,5722193,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,"Südhang des Pilatus, Unter Steigli. Sonnige, extensive Weide.. Kalk.",1280,2663300,1202800,100,A,,,1999,6,5,,"© Info Flora, Fredi Zemp",Zemp Fredi,85239,LC,K,L,,,,,,,LC,"TypoCH 4 : Grünland (Naturrasen, Wiesen und Weiden)",,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,"Pilatus, Tomlishorn",1781-1798,2660721,1202456,7,A,,,2015,6,28,,"© Info Flora, Philippe Juillerat",Juillerat Philippe,4739847,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
infoflora:450500,Gefässpflanzen,Gelbes Alpen-Stiefmütterchen,Viola lutea Huds.,Alpnach,OW,Pilatus - Hergiswil,1400,2663256,1202995,3,A,,,2020,5,31,,"© Info Flora, Maja Brawand",Brawand Maja,9077231,LC,K,L,,,,,,,LC,,,,,Violaceae,,INN,,
